# Generated by generate_float8_fixtures.py; do not edit by hand.
# schema=v1; f32_bits_hex,f16_bits_hex,f8_bits_hex,checked,tags
f32_bits_hex,f16_bits_hex,f8_bits_hex,checked,tags
0xbdaff001,0xad80,0xae,accept,f32_f16_double_round_boundary|stage2_tie
0xbdb00000,0xad80,0xae,accept,stage2_tie
0xbdd00000,0xae80,0xae,accept,stage2_tie
0xbdd00fff,0xae80,0xae,accept,f32_f16_double_round_boundary|stage2_tie
0xbdd01000,0xae80,0xae,accept,f32_f16_double_round_boundary|stage2_tie
0xbdd01001,0xae81,0xaf,accept,f32_f16_double_round_boundary|stage2_tie
0xbdefefff,0xaf7f,0xaf,accept,f32_f16_double_round_boundary|stage2_tie
0xbdeff000,0xaf80,0xb0,accept,f32_f16_double_round_boundary|stage2_tie
0xbdeff001,0xaf80,0xb0,accept,f32_f16_double_round_boundary|stage2_tie
0xbdf00000,0xaf80,0xb0,accept,binade_carry|stage2_tie
0xbe100000,0xb080,0xb0,accept,stage2_tie
0xbe100fff,0xb080,0xb0,accept,f32_f16_double_round_boundary|stage2_tie
0xbe101000,0xb080,0xb0,accept,f32_f16_double_round_boundary|stage2_tie
0xbe101001,0xb081,0xb1,accept,f32_f16_double_round_boundary|stage2_tie
0xbe2fefff,0xb17f,0xb1,accept,f32_f16_double_round_boundary|stage2_tie
0xbe2ff000,0xb180,0xb2,accept,f32_f16_double_round_boundary|stage2_tie
0xbe2ff001,0xb180,0xb2,accept,f32_f16_double_round_boundary|stage2_tie
0xbe300000,0xb180,0xb2,accept,stage2_tie
0xbe500000,0xb280,0xb2,accept,stage2_tie
0xbe500fff,0xb280,0xb2,accept,f32_f16_double_round_boundary|stage2_tie
0xbe501000,0xb280,0xb2,accept,f32_f16_double_round_boundary|stage2_tie
0xbe501001,0xb281,0xb3,accept,f32_f16_double_round_boundary|stage2_tie
0xbe6fefff,0xb37f,0xb3,accept,f32_f16_double_round_boundary|stage2_tie
0xbe6ff000,0xb380,0xb4,accept,f32_f16_double_round_boundary|stage2_tie
0xbe6ff001,0xb380,0xb4,accept,f32_f16_double_round_boundary|stage2_tie
0xbe700000,0xb380,0xb4,accept,binade_carry|stage2_tie
0xbe900000,0xb480,0xb4,accept,stage2_tie
0xbe900fff,0xb480,0xb4,accept,f32_f16_double_round_boundary|stage2_tie
0xbe901000,0xb480,0xb4,accept,f32_f16_double_round_boundary|stage2_tie
0xbe901001,0xb481,0xb5,accept,f32_f16_double_round_boundary|stage2_tie
0xbeafefff,0xb57f,0xb5,accept,f32_f16_double_round_boundary|stage2_tie
0xbeaff000,0xb580,0xb6,accept,f32_f16_double_round_boundary|stage2_tie
0xbeaff001,0xb580,0xb6,accept,f32_f16_double_round_boundary|stage2_tie
0xbeb00000,0xb580,0xb6,accept,stage2_tie
0xbed00000,0xb680,0xb6,accept,stage2_tie
0xbed00fff,0xb680,0xb6,accept,f32_f16_double_round_boundary|stage2_tie
0xbed01000,0xb680,0xb6,accept,f32_f16_double_round_boundary|stage2_tie
0xbed01001,0xb681,0xb7,accept,f32_f16_double_round_boundary|stage2_tie
0xbeefefff,0xb77f,0xb7,accept,f32_f16_double_round_boundary|stage2_tie
0xbeeff000,0xb780,0xb8,accept,f32_f16_double_round_boundary|stage2_tie
0xbeeff001,0xb780,0xb8,accept,f32_f16_double_round_boundary|stage2_tie
0xbef00000,0xb780,0xb8,accept,binade_carry|stage2_tie
0xbf100000,0xb880,0xb8,accept,stage2_tie
0xbf100fff,0xb880,0xb8,accept,f32_f16_double_round_boundary|stage2_tie
0xbf101000,0xb880,0xb8,accept,f32_f16_double_round_boundary|stage2_tie
0xbf101001,0xb881,0xb9,accept,f32_f16_double_round_boundary|stage2_tie
0xbf2fefff,0xb97f,0xb9,accept,f32_f16_double_round_boundary|stage2_tie
0xbf2ff000,0xb980,0xba,accept,f32_f16_double_round_boundary|stage2_tie
0xbf2ff001,0xb980,0xba,accept,f32_f16_double_round_boundary|stage2_tie
0xbf300000,0xb980,0xba,accept,stage2_tie
0xbf500000,0xba80,0xba,accept,stage2_tie
0xbf500fff,0xba80,0xba,accept,f32_f16_double_round_boundary|stage2_tie
0xbf501000,0xba80,0xba,accept,f32_f16_double_round_boundary|stage2_tie
0xbf501001,0xba81,0xbb,accept,f32_f16_double_round_boundary|stage2_tie
0xbf6fefff,0xbb7f,0xbb,accept,f32_f16_double_round_boundary|stage2_tie
0xbf6ff000,0xbb80,0xbc,accept,f32_f16_double_round_boundary|stage2_tie
0xbf6ff001,0xbb80,0xbc,accept,f32_f16_double_round_boundary|stage2_tie
0xbf700000,0xbb80,0xbc,accept,binade_carry|stage2_tie
0xbf900000,0xbc80,0xbc,accept,stage2_tie
0xbf900fff,0xbc80,0xbc,accept,f32_f16_double_round_boundary|stage2_tie
0xbf901000,0xbc80,0xbc,accept,f32_f16_double_round_boundary|stage2_tie
0xbf901001,0xbc81,0xbd,accept,f32_f16_double_round_boundary|stage2_tie
0xbfafefff,0xbd7f,0xbd,accept,f32_f16_double_round_boundary|stage2_tie
0xbfaff000,0xbd80,0xbe,accept,f32_f16_double_round_boundary|stage2_tie
0xbfaff001,0xbd80,0xbe,accept,f32_f16_double_round_boundary|stage2_tie
0xbfb00000,0xbd80,0xbe,accept,stage2_tie
0xbfd00000,0xbe80,0xbe,accept,stage2_tie
0xbfd00fff,0xbe80,0xbe,accept,f32_f16_double_round_boundary|stage2_tie
0xbfd01000,0xbe80,0xbe,accept,f32_f16_double_round_boundary|stage2_tie
0xbfd01001,0xbe81,0xbf,accept,f32_f16_double_round_boundary|stage2_tie
0xbfefefff,0xbf7f,0xbf,accept,f32_f16_double_round_boundary|stage2_tie
0xbfeff000,0xbf80,0xc0,accept,f32_f16_double_round_boundary|stage2_tie
0xbfeff001,0xbf80,0xc0,accept,f32_f16_double_round_boundary|stage2_tie
0xbff00000,0xbf80,0xc0,accept,binade_carry|stage2_tie
0xc0100000,0xc080,0xc0,accept,stage2_tie
0xc0100fff,0xc080,0xc0,accept,f32_f16_double_round_boundary|stage2_tie
0xc0101000,0xc080,0xc0,accept,f32_f16_double_round_boundary|stage2_tie
0xc0101001,0xc081,0xc1,accept,f32_f16_double_round_boundary|stage2_tie
0xc02fefff,0xc17f,0xc1,accept,f32_f16_double_round_boundary|stage2_tie
0xc02ff000,0xc180,0xc2,accept,f32_f16_double_round_boundary|stage2_tie
0xc02ff001,0xc180,0xc2,accept,f32_f16_double_round_boundary|stage2_tie
0xc0300000,0xc180,0xc2,accept,stage2_tie
0xc0500000,0xc280,0xc2,accept,stage2_tie
0xc0500fff,0xc280,0xc2,accept,f32_f16_double_round_boundary|stage2_tie
0xc0501000,0xc280,0xc2,accept,f32_f16_double_round_boundary|stage2_tie
0xc0501001,0xc281,0xc3,accept,f32_f16_double_round_boundary|stage2_tie
0xc06fefff,0xc37f,0xc3,accept,f32_f16_double_round_boundary|stage2_tie
0xc06ff000,0xc380,0xc4,accept,f32_f16_double_round_boundary|stage2_tie
0xc06ff001,0xc380,0xc4,accept,f32_f16_double_round_boundary|stage2_tie
0xc0700000,0xc380,0xc4,accept,binade_carry|stage2_tie
0xc0900000,0xc480,0xc4,accept,stage2_tie
0xc0900fff,0xc480,0xc4,accept,f32_f16_double_round_boundary|stage2_tie
0xc0901000,0xc480,0xc4,accept,f32_f16_double_round_boundary|stage2_tie
0xc0901001,0xc481,0xc5,accept,f32_f16_double_round_boundary|stage2_tie
0xc0afefff,0xc57f,0xc5,accept,f32_f16_double_round_boundary|stage2_tie
0xc0aff000,0xc580,0xc6,accept,f32_f16_double_round_boundary|stage2_tie
0xc0aff001,0xc580,0xc6,accept,f32_f16_double_round_boundary|stage2_tie
0xc0b00000,0xc580,0xc6,accept,stage2_tie
0xc0d00000,0xc680,0xc6,accept,stage2_tie
0xc0d00fff,0xc680,0xc6,accept,f32_f16_double_round_boundary|stage2_tie
0xc0d01000,0xc680,0xc6,accept,f32_f16_double_round_boundary|stage2_tie
0xc0d01001,0xc681,0xc7,accept,f32_f16_double_round_boundary|stage2_tie
0xc0efefff,0xc77f,0xc7,accept,f32_f16_double_round_boundary|stage2_tie
0xc0eff000,0xc780,0xc8,accept,f32_f16_double_round_boundary|stage2_tie
0xc0eff001,0xc780,0xc8,accept,f32_f16_double_round_boundary|stage2_tie
0xc0f00000,0xc780,0xc8,accept,binade_carry|stage2_tie
0xc1100000,0xc880,0xc8,accept,stage2_tie
0xc1100fff,0xc880,0xc8,accept,f32_f16_double_round_boundary|stage2_tie
0xc1101000,0xc880,0xc8,accept,f32_f16_double_round_boundary|stage2_tie
0xc1101001,0xc881,0xc9,accept,f32_f16_double_round_boundary|stage2_tie
0xc12fefff,0xc97f,0xc9,accept,f32_f16_double_round_boundary|stage2_tie
0xc12ff000,0xc980,0xca,accept,f32_f16_double_round_boundary|stage2_tie
0xc12ff001,0xc980,0xca,accept,f32_f16_double_round_boundary|stage2_tie
0xc1300000,0xc980,0xca,accept,stage2_tie
0xc1500000,0xca80,0xca,accept,stage2_tie
0xc1500fff,0xca80,0xca,accept,f32_f16_double_round_boundary|stage2_tie
0xc1501000,0xca80,0xca,accept,f32_f16_double_round_boundary|stage2_tie
0xc1501001,0xca81,0xcb,accept,f32_f16_double_round_boundary|stage2_tie
0xc16fefff,0xcb7f,0xcb,accept,f32_f16_double_round_boundary|stage2_tie
0xc16ff000,0xcb80,0xcc,accept,f32_f16_double_round_boundary|stage2_tie
0xc16ff001,0xcb80,0xcc,accept,f32_f16_double_round_boundary|stage2_tie
0xc1700000,0xcb80,0xcc,accept,binade_carry|stage2_tie
0xc1900000,0xcc80,0xcc,accept,stage2_tie
0xc1900fff,0xcc80,0xcc,accept,f32_f16_double_round_boundary|stage2_tie
0xc1901000,0xcc80,0xcc,accept,f32_f16_double_round_boundary|stage2_tie
0xc1901001,0xcc81,0xcd,accept,f32_f16_double_round_boundary|stage2_tie
0xc1afefff,0xcd7f,0xcd,accept,f32_f16_double_round_boundary|stage2_tie
0xc1aff000,0xcd80,0xce,accept,f32_f16_double_round_boundary|stage2_tie
0xc1aff001,0xcd80,0xce,accept,f32_f16_double_round_boundary|stage2_tie
0xc1b00000,0xcd80,0xce,accept,stage2_tie
0xc1d00000,0xce80,0xce,accept,stage2_tie
0xc1d00fff,0xce80,0xce,accept,f32_f16_double_round_boundary|stage2_tie
0xc1d01000,0xce80,0xce,accept,f32_f16_double_round_boundary|stage2_tie
0xc1d01001,0xce81,0xcf,accept,f32_f16_double_round_boundary|stage2_tie
0xc1efefff,0xcf7f,0xcf,accept,f32_f16_double_round_boundary|stage2_tie
0xc1eff000,0xcf80,0xd0,accept,f32_f16_double_round_boundary|stage2_tie
0xc1eff001,0xcf80,0xd0,accept,f32_f16_double_round_boundary|stage2_tie
0xc1f00000,0xcf80,0xd0,accept,binade_carry|stage2_tie
0xc2100000,0xd080,0xd0,accept,stage2_tie
0xc2100fff,0xd080,0xd0,accept,f32_f16_double_round_boundary|stage2_tie
0xc2101000,0xd080,0xd0,accept,f32_f16_double_round_boundary|stage2_tie
0xc2101001,0xd081,0xd1,accept,f32_f16_double_round_boundary|stage2_tie
0xc22fefff,0xd17f,0xd1,accept,f32_f16_double_round_boundary|stage2_tie
0xc22ff000,0xd180,0xd2,accept,f32_f16_double_round_boundary|stage2_tie
0xc22ff001,0xd180,0xd2,accept,f32_f16_double_round_boundary|stage2_tie
0xc2300000,0xd180,0xd2,accept,stage2_tie
0xc2500000,0xd280,0xd2,accept,stage2_tie
0xc2500fff,0xd280,0xd2,accept,f32_f16_double_round_boundary|stage2_tie
0xc2501000,0xd280,0xd2,accept,f32_f16_double_round_boundary|stage2_tie
0xc2501001,0xd281,0xd3,accept,f32_f16_double_round_boundary|stage2_tie
0xc26fefff,0xd37f,0xd3,accept,f32_f16_double_round_boundary|stage2_tie
0xc26ff000,0xd380,0xd4,accept,f32_f16_double_round_boundary|stage2_tie
0xc26ff001,0xd380,0xd4,accept,f32_f16_double_round_boundary|stage2_tie
0xc2700000,0xd380,0xd4,accept,binade_carry|stage2_tie
0xc2900000,0xd480,0xd4,accept,stage2_tie
0xc2900fff,0xd480,0xd4,accept,f32_f16_double_round_boundary|stage2_tie
0xc2901000,0xd480,0xd4,accept,f32_f16_double_round_boundary|stage2_tie
0xc2901001,0xd481,0xd5,accept,f32_f16_double_round_boundary|stage2_tie
0xc2afefff,0xd57f,0xd5,accept,f32_f16_double_round_boundary|stage2_tie
0xc2aff000,0xd580,0xd6,accept,f32_f16_double_round_boundary|stage2_tie
0xc2aff001,0xd580,0xd6,accept,f32_f16_double_round_boundary|stage2_tie
0xc2b00000,0xd580,0xd6,accept,stage2_tie
0xc2d00000,0xd680,0xd6,accept,stage2_tie
0xc2d00fff,0xd680,0xd6,accept,f32_f16_double_round_boundary|stage2_tie
0xc2d01000,0xd680,0xd6,accept,f32_f16_double_round_boundary|stage2_tie
0xc2d01001,0xd681,0xd7,accept,f32_f16_double_round_boundary|stage2_tie
0xc2efefff,0xd77f,0xd7,accept,f32_f16_double_round_boundary|stage2_tie
0xc2eff000,0xd780,0xd8,accept,f32_f16_double_round_boundary|stage2_tie
0xc2eff001,0xd780,0xd8,accept,f32_f16_double_round_boundary|stage2_tie
0xc2f00000,0xd780,0xd8,accept,binade_carry|stage2_tie
0xc3100000,0xd880,0xd8,accept,stage2_tie
0xc3100fff,0xd880,0xd8,accept,f32_f16_double_round_boundary|stage2_tie
0xc3101000,0xd880,0xd8,accept,f32_f16_double_round_boundary|stage2_tie
0xc3101001,0xd881,0xd9,accept,f32_f16_double_round_boundary|stage2_tie
0xc32fefff,0xd97f,0xd9,accept,f32_f16_double_round_boundary|stage2_tie
0xc32ff000,0xd980,0xda,accept,f32_f16_double_round_boundary|stage2_tie
0xc32ff001,0xd980,0xda,accept,f32_f16_double_round_boundary|stage2_tie
0xc3300000,0xd980,0xda,accept,stage2_tie
0xc3500000,0xda80,0xda,accept,stage2_tie
0xc3500fff,0xda80,0xda,accept,f32_f16_double_round_boundary|stage2_tie
0xc3501000,0xda80,0xda,accept,f32_f16_double_round_boundary|stage2_tie
0xc3501001,0xda81,0xdb,accept,f32_f16_double_round_boundary|stage2_tie
0xc36fefff,0xdb7f,0xdb,accept,f32_f16_double_round_boundary|stage2_tie
0xc36ff000,0xdb80,0xdc,accept,f32_f16_double_round_boundary|stage2_tie
0xc36ff001,0xdb80,0xdc,accept,f32_f16_double_round_boundary|stage2_tie
0xc3700000,0xdb80,0xdc,accept,binade_carry|stage2_tie
0xc3900000,0xdc80,0xdc,accept,stage2_tie
0xc3900fff,0xdc80,0xdc,accept,f32_f16_double_round_boundary|stage2_tie
0xc3901000,0xdc80,0xdc,accept,f32_f16_double_round_boundary|stage2_tie
0xc3901001,0xdc81,0xdd,accept,f32_f16_double_round_boundary|stage2_tie
0xc3afefff,0xdd7f,0xdd,accept,f32_f16_double_round_boundary|stage2_tie
0xc3aff000,0xdd80,0xde,accept,f32_f16_double_round_boundary|stage2_tie
0xc3aff001,0xdd80,0xde,accept,f32_f16_double_round_boundary|stage2_tie
0xc3b00000,0xdd80,0xde,accept,stage2_tie
0xc3d00000,0xde80,0xde,accept,stage2_tie
0xc3d00fff,0xde80,0xde,accept,f32_f16_double_round_boundary|stage2_tie
0xc3d01000,0xde80,0xde,accept,f32_f16_double_round_boundary|stage2_tie
0xc3d01001,0xde81,0xdf,accept,f32_f16_double_round_boundary|stage2_tie
0xc3efefff,0xdf7f,0xdf,accept,f32_f16_double_round_boundary|stage2_tie
0xc3eff000,0xdf80,0xe0,accept,f32_f16_double_round_boundary|stage2_tie
0xc3eff001,0xdf80,0xe0,accept,f32_f16_double_round_boundary|stage2_tie
0xc3f00000,0xdf80,0xe0,accept,binade_carry|stage2_tie
0xc4100000,0xe080,0xe0,accept,stage2_tie
0xc4100fff,0xe080,0xe0,accept,f32_f16_double_round_boundary|stage2_tie
0xc4101000,0xe080,0xe0,accept,f32_f16_double_round_boundary|stage2_tie
0xc4101001,0xe081,0xe1,accept,f32_f16_double_round_boundary|stage2_tie
0xc42fefff,0xe17f,0xe1,accept,f32_f16_double_round_boundary|stage2_tie
0xc42ff000,0xe180,0xe2,accept,f32_f16_double_round_boundary|stage2_tie
0xc42ff001,0xe180,0xe2,accept,f32_f16_double_round_boundary|stage2_tie
0xc4300000,0xe180,0xe2,accept,stage2_tie
0xc4500000,0xe280,0xe2,accept,stage2_tie
0xc4500fff,0xe280,0xe2,accept,f32_f16_double_round_boundary|stage2_tie
0xc4501000,0xe280,0xe2,accept,f32_f16_double_round_boundary|stage2_tie
0xc4501001,0xe281,0xe3,accept,f32_f16_double_round_boundary|stage2_tie
0xc46fefff,0xe37f,0xe3,accept,f32_f16_double_round_boundary|stage2_tie
0xc46ff000,0xe380,0xe4,accept,f32_f16_double_round_boundary|stage2_tie
0xc46ff001,0xe380,0xe4,accept,f32_f16_double_round_boundary|stage2_tie
0xc4700000,0xe380,0xe4,accept,binade_carry|stage2_tie
0xc4900000,0xe480,0xe4,accept,stage2_tie
0xc4900fff,0xe480,0xe4,accept,f32_f16_double_round_boundary|stage2_tie
0xc4901000,0xe480,0xe4,accept,f32_f16_double_round_boundary|stage2_tie
0xc4901001,0xe481,0xe5,accept,f32_f16_double_round_boundary|stage2_tie
0xc4afefff,0xe57f,0xe5,accept,f32_f16_double_round_boundary|stage2_tie
0xc4aff000,0xe580,0xe6,accept,f32_f16_double_round_boundary|stage2_tie
0xc4aff001,0xe580,0xe6,accept,f32_f16_double_round_boundary|stage2_tie
0xc4b00000,0xe580,0xe6,accept,stage2_tie
0xc4d00000,0xe680,0xe6,accept,stage2_tie
0xc4d00fff,0xe680,0xe6,accept,f32_f16_double_round_boundary|stage2_tie
0xc4d01000,0xe680,0xe6,accept,f32_f16_double_round_boundary|stage2_tie
0xc4d01001,0xe681,0xe7,accept,f32_f16_double_round_boundary|stage2_tie
0xc4efefff,0xe77f,0xe7,accept,f32_f16_double_round_boundary|stage2_tie
0xc4eff000,0xe780,0xe8,accept,f32_f16_double_round_boundary|stage2_tie
0xc4eff001,0xe780,0xe8,accept,f32_f16_double_round_boundary|stage2_tie
0xc4f00000,0xe780,0xe8,accept,binade_carry|stage2_tie
0xc5100000,0xe880,0xe8,accept,stage2_tie
0xc5100fff,0xe880,0xe8,accept,f32_f16_double_round_boundary|stage2_tie
0xc5101000,0xe880,0xe8,accept,f32_f16_double_round_boundary|stage2_tie
0xc5101001,0xe881,0xe9,accept,f32_f16_double_round_boundary|stage2_tie
0xc52fefff,0xe97f,0xe9,accept,f32_f16_double_round_boundary|stage2_tie
0xc52ff000,0xe980,0xea,accept,f32_f16_double_round_boundary|stage2_tie
0xc52ff001,0xe980,0xea,accept,f32_f16_double_round_boundary|stage2_tie
0xc5300000,0xe980,0xea,accept,stage2_tie
0xc5500000,0xea80,0xea,accept,stage2_tie
0xc5500fff,0xea80,0xea,accept,f32_f16_double_round_boundary|stage2_tie
0xc5501000,0xea80,0xea,accept,f32_f16_double_round_boundary|stage2_tie
0xc5501001,0xea81,0xeb,accept,f32_f16_double_round_boundary|stage2_tie
0xc56fefff,0xeb7f,0xeb,accept,f32_f16_double_round_boundary|stage2_tie
0xc56ff000,0xeb80,0xec,accept,f32_f16_double_round_boundary|stage2_tie
0xc56ff001,0xeb80,0xec,accept,f32_f16_double_round_boundary|stage2_tie
0xc5700000,0xeb80,0xec,accept,binade_carry|stage2_tie
0xc5900000,0xec80,0xec,accept,stage2_tie
0xc5900fff,0xec80,0xec,accept,f32_f16_double_round_boundary|stage2_tie
0xc5901000,0xec80,0xec,accept,f32_f16_double_round_boundary|stage2_tie
0xc5901001,0xec81,0xed,accept,f32_f16_double_round_boundary|stage2_tie
0xc5afefff,0xed7f,0xed,accept,f32_f16_double_round_boundary|stage2_tie
0xc5aff000,0xed80,0xee,accept,f32_f16_double_round_boundary|stage2_tie
0xc5aff001,0xed80,0xee,accept,f32_f16_double_round_boundary|stage2_tie
0xc5b00000,0xed80,0xee,accept,stage2_tie
0xc5d00000,0xee80,0xee,accept,stage2_tie
0xc5d00fff,0xee80,0xee,accept,f32_f16_double_round_boundary|stage2_tie
0xc5d01000,0xee80,0xee,accept,f32_f16_double_round_boundary|stage2_tie
0xc5d01001,0xee81,0xef,accept,f32_f16_double_round_boundary|stage2_tie
0xc5efefff,0xef7f,0xef,accept,f32_f16_double_round_boundary|stage2_tie
0xc5eff000,0xef80,0xf0,accept,f32_f16_double_round_boundary|stage2_tie
0xc5eff001,0xef80,0xf0,accept,f32_f16_double_round_boundary|stage2_tie
0xc5f00000,0xef80,0xf0,accept,binade_carry|stage2_tie
0xc6100000,0xf080,0xf0,accept,stage2_tie
0xc6100fff,0xf080,0xf0,accept,f32_f16_double_round_boundary|stage2_tie
0xc6101000,0xf080,0xf0,accept,f32_f16_double_round_boundary|stage2_tie
0xc6101001,0xf081,0xf1,accept,f32_f16_double_round_boundary|stage2_tie
0xc62fefff,0xf17f,0xf1,accept,f32_f16_double_round_boundary|stage2_tie
0xc62ff000,0xf180,0xf2,accept,f32_f16_double_round_boundary|stage2_tie
0xc62ff001,0xf180,0xf2,accept,f32_f16_double_round_boundary|stage2_tie
0xc6300000,0xf180,0xf2,accept,stage2_tie
0xc6500000,0xf280,0xf2,accept,stage2_tie
0xc6500fff,0xf280,0xf2,accept,f32_f16_double_round_boundary|stage2_tie
0xc6501000,0xf280,0xf2,accept,f32_f16_double_round_boundary|stage2_tie
0xc6501001,0xf281,0xf3,accept,f32_f16_double_round_boundary|stage2_tie
0xc66fefff,0xf37f,0xf3,accept,f32_f16_double_round_boundary|stage2_tie
0xc66ff000,0xf380,0xf4,accept,f32_f16_double_round_boundary|stage2_tie
0xc66ff001,0xf380,0xf4,accept,f32_f16_double_round_boundary|stage2_tie
0xc6700000,0xf380,0xf4,accept,binade_carry|stage2_tie
0xc6900000,0xf480,0xf4,accept,stage2_tie
0xc6900fff,0xf480,0xf4,accept,f32_f16_double_round_boundary|stage2_tie
0xc6901000,0xf480,0xf4,accept,f32_f16_double_round_boundary|stage2_tie
0xc6901001,0xf481,0xf5,accept,f32_f16_double_round_boundary|stage2_tie
0xc6afefff,0xf57f,0xf5,accept,f32_f16_double_round_boundary|stage2_tie
0xc6aff000,0xf580,0xf6,accept,f32_f16_double_round_boundary|stage2_tie
0xc6aff001,0xf580,0xf6,accept,f32_f16_double_round_boundary|stage2_tie
0xc6b00000,0xf580,0xf6,accept,stage2_tie
0xc6d00000,0xf680,0xf6,accept,stage2_tie
0xc6d00fff,0xf680,0xf6,accept,f32_f16_double_round_boundary|stage2_tie
0xc6d01000,0xf680,0xf6,accept,f32_f16_double_round_boundary|stage2_tie
0xc6d01001,0xf681,0xf7,accept,f32_f16_double_round_boundary|stage2_tie
0xc6efefff,0xf77f,0xf7,accept,f32_f16_double_round_boundary|stage2_tie
0xc6eff000,0xf780,0xf8,accept,f32_f16_double_round_boundary|stage2_tie
0xc6eff001,0xf780,0xf8,accept,f32_f16_double_round_boundary|stage2_tie
0xc6f00000,0xf780,0xf8,accept,binade_carry|stage2_tie
0xc6ffffff,0xf800,0xf8,accept,first_stage_boundary
0xc7000000,0xf800,0xf8,accept,first_stage_boundary
0xc7000001,0xf800,0xf8,accept,first_stage_boundary
0xc7100000,0xf880,0xf8,accept,stage2_tie
0xc7100fff,0xf880,0xf8,accept,f32_f16_double_round_boundary|stage2_tie
0xc7101000,0xf880,0xf8,accept,f32_f16_double_round_boundary|stage2_tie
0xc7101001,0xf881,0xf9,accept,f32_f16_double_round_boundary|stage2_tie
0xc72fefff,0xf97f,0xf9,accept,f32_f16_double_round_boundary|stage2_tie
0xc72ff000,0xf980,0xfa,accept,f32_f16_double_round_boundary|stage2_tie
0xc72ff001,0xf980,0xfa,accept,f32_f16_double_round_boundary|stage2_tie
0xc7300000,0xf980,0xfa,accept,stage2_tie
0xc7500000,0xfa80,0xfa,accept,stage2_tie
0xc7500fff,0xfa80,0xfa,accept,f32_f16_double_round_boundary|stage2_tie
0xc7501000,0xfa80,0xfa,accept,f32_f16_double_round_boundary|stage2_tie
0xc7501001,0xfa81,0xfb,accept,f32_f16_double_round_boundary|stage2_tie
0xc75fe000,0xfaff,0xfb,accept,max_finite_to_inf|named_boundary
0xc7600000,0xfb00,0xfb,accept,max_finite_to_inf|named_boundary
0xc76fe000,0xfb7f,0xfb,accept,max_finite_to_inf|named_boundary
0xc76fefff,0xfb7f,0xfb,accept,f32_f16_double_round_boundary|max_finite_to_inf|stage2_tie
0xc76ff000,0xfb80,0xfc,reject,f32_f16_double_round_boundary|max_finite_to_inf|rounds_to_inf|stage2_tie
0xc76ff001,0xfb80,0xfc,reject,f32_f16_double_round_boundary|max_finite_to_inf|rounds_to_inf|stage2_tie
0xc7700000,0xfb80,0xfc,reject,binade_carry|max_finite_to_inf|named_boundary|rounds_to_inf|stage2_tie
0xc7702000,0xfb81,0xfc,reject,max_finite_to_inf|named_boundary|rounds_to_inf
